"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,1,35.25,3,0.1221516,0,1,0,2,12,1,0
1,0,34.58333,2.8463,0.007026666,15.83333,0,0,1,12,1,16
1,11,35.75,1.68,0.1375309,474.065,1,0,0,12,1,18
1,4,38.25,1.8,0.4559923,0,1,0,2,98,1,6
1,0,26.58333,7,0.1495691,398.8508,1,0,3,12,1,0
0,0,28.75,7,0.004155556,15,1,0,4,12,1,5
1,1,29.16667,2.6,0.8778461,69.79333,0,0,0,49,1,7
0,0,28.58333,2.06,0.1919466,0,0,0,0,31,1,0
0,0,30.58333,1.536,0.03930543,0,0,0,0,57,0,9
0,3,36.5,2.5,3e-04,0,0,0,0,24,1,12
0,4,43.83333,1.7095,0.001095238,0,0,0,2,42,1,16
1,0,28.33333,1.9324,0.0501859,127.4725,0,0,2,74,1,4
0,1,56.91667,3.4838,0.0628954,0,0,1,0,540,1,7
1,0,30.33333,2.5,0.0356228,73.7975,1,0,3,18,1,6
0,0,34.58333,1.536,0.00078125,0,1,0,4,3,0,3
1,0,53,3,0.121849,35.675,1,0,1,3,1,5
0,0,21.5,2,0.1235615,0,1,0,1,42,0,6
1,0,54.08333,4,4e-04,0,1,0,1,32,1,13
1,0,42.08333,3.48,0.06486379,323.9517,1,0,0,98,1,21
1,0,27.58333,2,0.0005106383,7.083333,1,0,0,18,0,3
1,0,27.33333,2.15,0.2703846,94.145,0,0,2,6,1,6
0,0,37.58333,4.475,0.0002681564,0,0,0,2,60,1,3
1,0,30.75,4.3,0.006725882,8.778334,0,0,4,146,1,17
0,0,29.08333,3,0.06997,0,0,0,0,9,1,11
1,0,80.16666,1.5,0.01112149,0,1,0,2,6,1,5
1,0,46,4.5,0.09626533,84.39083,1,0,2,301,1,11
1,0,48.33333,3.7,0.01036232,23.25,1,0,2,192,1,7
1,0,37.66667,7,0.01116743,113.2958,1,0,0,16,1,5
0,0,30.75,2.6,0.0004615385,33.5075,0,0,0,10,1,7
0,0,63.16667,1.8504,0.0006485084,0,0,0,1,14,1,15
1,0,32.33333,2.8725,0.005848564,13.33333,1,1,0,38,1,11
1,0,20.75,1.95,0.0006153846,415.8058,1,0,0,14,1,0
1,0,28.91667,2.75,0.01830487,58.99083,1,0,1,14,1,3
1,0,32.41667,2.75,0.0831712,862.9642,1,0,2,27,1,5
0,0,25.66667,2,0.0005714286,7.416667,0,0,2,26,1,13
1,0,29,2.6875,0.0004444444,0,0,0,3,24,1,20
1,0,27.16667,2.6796,0.04462218,98.57916,0,0,4,228,1,4
1,0,22.5,4.3,0.1196106,122.515,0,0,0,6,1,4
1,0,25.33333,2.4663,0.03501987,552.7242,0,0,1,12,1,10
1,0,29.33333,3.5,0.0003428572,149.5508,0,0,6,3,1,3
1,0,23.08333,1.8804,0.00297809,3.75,0,0,1,4,1,2
0,2,36.58333,3,0.046713,0,1,0,0,77,1,8
1,0,19.66667,3.6,0.04474897,82.92084,0,0,0,16,0,9
0,1,31.25,1.78,0.01063703,0,0,0,0,14,1,0
0,3,45.41667,2.35,0.0005106383,0,0,0,0,120,1,15
1,1,51.58333,6,0.2975549,3099.505,0,0,1,6,1,21
1,0,25.41667,2.7,0.06417074,144.3842,0,0,0,6,1,8
1,0,24.66667,5,0.02724,642.4742,0,0,1,7,1,7
1,0,24.66667,2.275,0.0452946,188.7275,1,0,4,31,1,6
1,7,54.75,2.7161,0.07603735,215.4392,0,0,1,12,0,7
1,0,49.16667,1.75,0.02445829,35.16833,1,0,4,131,1,12
1,0,27.08333,3.6,0.008601538,212.4783,1,0,0,48,1,6
1,0,45.08333,6.5,0.0001846154,0,0,0,0,120,1,12
1,0,35.91667,3.5,0.0006486487,0,1,0,2,48,0,7
0,0,40.91667,2,6e-04,10.29083,1,0,1,52,0,3
1,0,54.5,4.96,0.1054817,435.9908,1,0,1,120,1,6
1,0,28.16667,3.5,0.04854384,326.5667,1,0,0,27,0,6
1,1,28.5,3,0.07104634,747.67,1,0,0,20,1,15
1,1,20.41667,4,0.05105425,170.1808,0,0,5,28,1,1
1,0,48.91667,4.5,0.9063205,203.1333,0,0,2,17,1,0
1,0,0.75,3.86,0.0003108808,0,0,1,0,18,1,2
1,0,51.25,5.3,0.04344189,191.7017,0,0,0,84,1,2
0,0,27.83333,5,0.0004615385,0,0,0,1,24,1,0
1,0,27.91667,4.3,0.08961231,188.1858,0,0,1,12,1,0
0,0,45.08333,2.2,0.0005454546,0,0,0,0,31,0,12
1,0,38.25,3.2,0.5263956,1096.657,0,0,1,12,1,12
1,0,33.5,3.5,0.094966,552.3417,0,0,0,102,1,13
0,1,30.83333,4.3,0.0002758621,0,1,0,1,28,1,5
1,0,38.75,1.6,0.03100344,82.3425,0,0,0,23,1,9
1,0,74.16666,2,0.01688936,38.83333,0,0,0,511,1,4
1,0,38.25,4.8,0.3706127,1482.368,1,0,0,3,1,3
1,0,29.83333,3,0.03242008,88.8175,0,0,2,28,1,12
1,0,62,4.815,0.04700183,64.07417,1,0,0,48,0,1
0,2,28.33333,2.9,0.0004137931,0,0,0,1,102,1,21
1,0,25.08333,3,0.038453,95.79916,0,0,0,8,0,5
1,0,38.25,2.3,0.0676087,129.4167,0,0,0,3,1,3
1,0,39.58333,1.65,0.09833618,663.7692,0,0,3,36,1,13
1,0,27.16667,2.6,0.8778461,0,0,0,0,31,1,7
0,0,34.25,4.92,0.0448939,0,1,1,1,54,1,14
1,0,34.83333,4.566,0.03314945,75.63417,1,0,0,151,1,19
0,0,28.16667,3.5,0.1757384,3.75,0,0,1,10,1,0
1,0,21.91667,2.2593,0.05167186,301.2525,1,0,0,6,1,0
1,0,36.41667,2.8,0.096285,282.5633,0,0,0,16,0,6
1,1,33.91667,2,0.03733385,60.58417,0,0,0,3,1,5
0,0,45.5,6.5,0.003928571,0,0,0,0,12,1,9
1,0,36.58333,2.5,0.2395248,568.7742,0,0,0,2,1,0
1,4,37.08333,1.97,0.003666667,8.333333,0,0,0,60,1,6
1,0,27.25,1.8,0.0726635,105.5075,1,0,3,24,1,4
1,0,39.58333,2.6,0.07675923,199.0042,1,0,3,60,1,9
1,0,51.83333,2.1,0.3213481,212.4783,1,0,0,28,1,13
0,3,23.66667,4,0.007781739,0,0,0,2,14,0,5
1,1,23.16667,1.78,0.0007401468,0,0,0,1,5,0,4
0,0,53.58333,3.86,0.0998702,0,1,0,3,18,1,3
1,0,51.33333,4.53,0.0121468,58.93083,1,0,2,126,0,4
1,0,39.91667,2.4,0.0003333333,0,0,0,0,11,1,8
1,0,42.25,2.35,0.02476569,43.33917,1,0,2,36,1,3
1,0,24.25,1.85,0.3755244,500.6158,1,0,0,48,0,1
1,0,25.75,3.305,0.006686838,91.96417,1,0,0,19,1,12
1,0,25.41667,5,0.24272,1011.333,0,0,1,36,1,0
1,0,50.91667,1.75,0.2131486,310.8417,1,0,0,36,1,9
1,5,57.08333,3.3,0.1534315,0,1,0,1,138,1,23
1,0,34,2.205,0.04400998,240.38,1,0,2,10,1,10
1,0,29.16667,4.375,0.02481051,89.955,0,0,1,12,0,5
1,0,26.58333,2.35,0.06488553,8.333333,0,0,1,26,1,2
0,0,53.33333,4.9,0.000244898,0,1,1,0,24,1,4
0,2,35.58333,5.1,0.0005366727,0,1,0,1,72,1,11
1,0,32.16667,5,0.0743784,294.5592,1,0,2,9,1,0
0,0,28.66667,1.6,0.02358028,0,1,0,0,42,1,0
1,0,34.91667,3.5,0.05904476,103.3283,1,0,2,49,1,4
1,0,34.83333,5.5,0.05806896,232.2758,0,0,2,2,1,4
1,0,51.75,2.1,0.18692,47.7875,1,0,1,51,1,5
1,0,22.66667,1.79,0.1151311,258.8783,0,0,0,19,1,0
0,2,21.5,5.1,0.08108,0,1,0,3,1,1,12
1,0,26.16667,4,0.0012,188.295,1,0,2,18,0,0
1,0,50.33333,2.0237,0.04148197,245.3517,1,0,0,12,1,0
1,0,32.16667,3.805,0.008436268,285.2825,1,0,0,51,1,7
1,1,33.58333,4.566,0.006686838,7.333333,0,0,0,94,1,19
1,0,55.08333,6.7,0.2897866,445.8058,1,0,0,35,1,18
0,0,47.91667,8.4,0.0001428571,0,1,0,3,6,1,0
1,0,22,3,0.02240434,55.76083,0,0,1,6,1,8
1,0,41.66667,3.3,0.04356111,108.9767,1,0,2,58,1,14
1,0,28.83333,5.4,0.0004651163,58.05416,1,0,0,108,1,11
1,0,25.33333,8.124,0.1066462,213.2925,1,1,0,120,1,10
1,0,44.66667,3.04,5e-04,95.9975,0,0,0,36,1,11
1,1,29.5,2.08,0.03545144,308.25,1,0,2,35,1,11
1,0,28.91667,1.511,0.0007941761,298.4783,0,0,1,44,1,15
1,1,31.08333,3,0.07643376,150.79,1,0,2,51,1,3
1,0,30.33333,2.6,0.2956862,201.6583,0,0,0,25,1,12
1,0,26.66667,1.6,0.0298332,30.54833,1,0,2,120,0,4
1,0,44.58333,2,0.01198229,34.53167,1,0,2,26,1,13
1,0,46,10.032,0.1066462,84.39083,1,0,2,5,1,10
1,0,40,4.5,0.09576601,14,0,0,5,2,1,0
0,0,34.83333,2.58,0.07673334,75.63417,1,0,0,120,1,15
1,0,44.91667,2.1,0.0004277313,0,1,0,1,24,1,0
1,0,22,2.7,0.06853744,133.9692,0,0,1,15,1,7
0,0,20.83333,1.8,0.0004285714,0,0,0,1,84,1,0
1,0,52.25,3.7,0.01031111,0,0,0,4,1,1,9
1,0,39.41667,1.56,0.0007142857,60.06667,0,0,0,120,0,3
1,0,25.33333,1.54,0.0004545455,93.625,0,0,0,6,1,33
0,1,28.25,3.86,0.0003108808,66.30083,1,0,1,18,1,14
1,2,23.33333,2.585,0.02505764,53.645,1,0,0,5,1,1
0,4,25.41667,4,0.002227999,0,1,1,1,36,1,32
0,2,25.91667,2.07,0.0005797101,100.4167,0,0,0,38,0,7
1,0,34.16667,4.3,0.0249386,88.94667,0,0,1,24,1,2
1,0,25.41667,3,0.01046967,0,0,0,2,3,1,3
1,0,26.08333,2.75,0.1835625,420.5808,1,0,1,97,1,11
1,0,31.25,5,0.03697246,132.8508,1,0,1,12,1,0
1,0,33.66667,2.1,0.01511711,78.25584,1,0,4,12,1,5
1,0,28.33333,4,0.04364769,123.2225,1,0,2,2,1,17
1,1,50,3,0.09626533,360.995,1,0,0,180,1,12
1,0,36.83333,3.3,0.1568097,11.16667,1,1,4,3,1,6
0,3,36.83333,3,4e-04,0,1,0,0,36,1,15
0,2,53,2.16,0.0003333333,0,0,1,0,74,1,5
1,0,27.58333,3.9,0.08052638,134.3858,0,0,3,12,1,28
1,0,50.91667,2.3115,0.02862341,54.96917,0,0,0,158,1,9
0,0,21.91667,1.7,0.0007058823,0,0,0,1,14,0,10
1,0,21.83333,2.08,0.0723855,120.5592,0,0,0,5,1,0
1,6,35.25,4.8,0.0002130114,320.4867,0,0,3,18,0,2
1,0,34.25,3,0.5409953,1352.488,0,0,3,12,1,3
1,0,21.41667,1.56,0.0003125,87.14917,0,1,1,12,0,1
1,0,39.33333,9.2,0.049059,664.1208,1,0,5,81,1,9
1,3,35.25,2.6,0.0007058823,643.3233,1,0,3,10,1,25
1,0,47.83333,2.3558,0.03474402,21.33333,1,0,1,6,1,6
1,1,27.75,2.7,0.2582515,860.755,0,0,0,204,1,6
1,0,25.91667,1.8744,0.1078696,85.97833,0,0,0,150,1,4
1,3,47.5,3.1,0.05948347,463.1517,0,0,0,24,1,15
1,0,44.5,2.8,0.2008407,134.2008,0,0,0,180,0,13
1,0,28.83333,2.04,0.07956502,144.6417,1,0,0,5,1,14
1,0,24.5,3.7,0.3213481,562.3592,1,0,0,8,1,5
1,0,23.08333,2,0.164968,274.9467,0,0,0,12,1,7
0,11,33.16667,5.6,0.004230769,398.0475,1,0,0,84,1,4
0,0,19.5,3,0.0007692308,0,1,0,1,84,0,3
1,0,20.41667,2.2375,0.08183375,163.4175,0,0,0,27,1,1
0,0,24.83333,4,0.00165,4.583333,0,0,2,48,1,1
1,0,29.33333,2.9,0.1795448,374.0517,1,0,0,60,1,3
1,0,26.66667,2,0.3961604,858.3475,0,1,1,33,1,16
1,0,52.41667,1.89,0.08415,125.8917,0,0,0,240,1,6
1,0,29.83333,2,0.204897,45.87583,1,0,0,28,1,7
1,2,28.33333,3.3,0.0003636364,508.2908,0,0,1,36,1,17
1,4,35.83333,2.34,0.05948347,0,0,0,0,61,1,6
1,0,24.41667,1.9,0.03838103,432.3592,0,0,0,40,1,4
1,0,53,1.53,0.01771837,46.29167,1,0,0,22,1,11
1,0,42.08333,3.9946,0.01847894,71.95917,1,0,3,150,1,2
0,14,46.33333,2,6e-04,0,1,0,0,162,1,11
1,0,19.41667,1.32,0.08415,125.8917,0,0,0,3,1,2
1,1,49.66667,3.7,0.1054817,435.9908,0,0,4,24,1,7
1,0,54.08333,4,0.009285714,15.58333,1,0,1,188,1,13
1,0,26.66667,5.1,0.1696612,51.75,1,0,1,6,1,9
1,0,44.83333,2.6,0.004155556,15,1,0,0,48,1,5
0,0,27,1.548,0.0007751938,0,0,0,3,5,0,1
1,0,32.33333,4.5,0.09166333,0,0,0,0,37,1,15
1,0,26.08333,3.067,0.1375624,83.08334,0,0,2,18,1,0
0,0,28,2.4,0.0337825,67.39833,0,0,1,24,1,4
1,0,39.16667,2.6,0.3961604,858.3475,0,1,2,66,1,5
1,0,31.41667,3,0.01446872,46.52333,1,0,0,30,1,13
0,0,40.41667,3.115,0.07675923,0,1,0,3,172,1,9
1,3,23.16667,1.6213,0.01036232,23.25,0,0,1,144,0,1
1,0,29.25,4.467,0.1139494,424.1767,1,1,2,63,1,5
0,0,28.16667,2.534,0.0004735596,0,1,0,0,18,1,2
0,0,40.58333,3.1,0.1082892,0,1,0,1,5,1,5
0,1,32.08333,2.7161,0.0004418099,0,0,0,1,12,1,16
1,0,42.16667,4.04,0.2829621,448.0233,0,0,0,5,0,1
1,0,47.33333,2.3,0.2148416,143.4292,1,0,2,24,0,11
1,0,32.75,3,0.1608053,401.93,0,0,1,6,0,2
1,0,30.66667,5,0.06829016,1011.333,0,0,1,19,1,5
1,0,38.25,5.1,0.08108,344.0067,1,0,3,3,1,17
1,0,21.41667,2.6,0.0841927,182.1675,0,0,0,30,1,0
0,0,47.91667,8.4,0.00025,0,1,0,3,42,1,0
1,0,29,1.95,0.03838103,61.9525,0,0,0,12,1,4
1,0,54.41667,1.5,0.01661133,80.82584,1,0,0,24,0,1
1,0,23.5,2.8,0.003928571,8.333333,1,0,0,12,1,3
0,1,40.08333,4.55,0.0002727273,0,1,0,1,42,1,15
1,0,29,1.99,0.062952,288.3633,0,0,2,8,1,5
1,0,48.91667,10.4,0.2309477,2001.547,0,0,2,9,1,0
0,0,27.08333,4.1,0.115781,0,0,1,2,70,1,1
0,0,24.16667,3.5,0.06206229,0,0,0,0,42,1,0
1,1,27.66667,2.15,0.0005581395,134.3858,0,0,3,12,1,6
1,0,29.08333,1.62,0.0007407407,674.9092,0,0,4,3,1,7
1,0,36.91667,2.2,0.08092181,483.0608,0,0,1,14,1,4
1,0,40.66667,2.7246,0.1966153,446.415,1,1,2,36,1,14
1,0,49.16667,3.4064,0.0007058823,0,0,1,1,14,0,7
1,0,24.83333,2.8,0.00165,4.583333,0,1,2,48,1,4
1,0,26.25,2.3,0.8778461,0,0,0,0,66,1,7
0,3,32.75,2.0676,4e-04,0,0,0,3,4,1,7
1,0,37.08333,2.4,0.03150603,213.1292,0,0,3,36,1,5
1,0,20.5,3.42,0.038431,63.55167,0,0,0,111,1,0
0,0,21.66667,5.1,0.0002352941,0,0,0,0,25,1,0
1,0,27.58333,5.43,0.007506077,33.215,0,0,0,14,1,11
1,0,24.08333,1.62,0.01050802,13.68583,0,0,0,12,0,1
1,0,27.16667,2.3558,0.01112149,116.3525,0,0,0,24,1,7
1,0,39.75,2.42,0.01701942,34.15583,1,0,0,12,1,25
1,1,24.25,3.6,0.03811111,113.75,1,1,0,60,1,12
1,0,29.08333,2.5,0.0887728,674.9092,1,0,0,3,1,0
1,0,49.58333,2.4,0.01074229,285.2825,1,0,0,96,1,8
1,0,32,2.5,0.0003037975,113.1808,0,0,2,8,1,5
0,0,35,6,0.001833333,37.58333,1,0,3,50,1,3
0,1,26.16667,2.466,0.0004848485,0,0,0,0,14,0,5
1,0,20.66667,2.7,0.04229,156.9,0,1,2,38,1,1
0,0,36.66667,3.8,5e-04,0,0,0,3,27,1,4
1,0,35.5,6.9,0.067598,349.2017,1,0,3,160,0,0
1,0,40.75,4.8,0.04465253,615.1208,1,0,3,42,1,10
1,0,20.83333,1.92,0.1300521,208.0833,0,0,0,84,1,0
1,0,28.83333,2.45,0.03879551,88.73917,1,0,0,26,0,0
1,0,25.08333,1.6949,0.1505325,34.52083,0,0,1,3,1,4
1,0,26.08333,3.5,0.1257411,366.745,0,0,0,24,1,0
1,1,40.5,2.25,0.02382222,325.85,0,0,0,86,1,10
1,0,30.75,2.5,0.0005183585,132.5883,1,0,0,17,1,13
1,0,24.91667,1.85,0.0006486487,299.8858,0,0,1,37,0,3
1,0,40,4.5,0.04983472,359.1225,0,0,2,31,1,0
1,0,23.83333,3.1782,0.09848222,147.7233,0,0,0,1,1,3
1,0,23.08333,4,3e-04,63.99166,0,0,0,3,1,32
1,0,31.33333,2.04,0.020658,30.0525,1,0,2,38,1,12
1,1,32.91667,2,6e-04,169.8883,0,0,0,7,0,6
1,0,36.5,3.5,0.2171703,633.4133,0,0,2,15,1,11
1,0,53.66667,4,0.0002870813,242.1283,0,0,1,288,1,2
1,0,46.25,8.94,0.02528568,188.295,1,0,0,96,1,11
1,0,45.58333,1.6,0.02006617,200.4933,0,0,0,1,1,9
1,1,40.33333,3.7,0.01063703,32.46416,0,0,0,72,0,21
1,0,23.08333,2.95,0.0008368201,89.37083,1,0,0,12,1,6
1,2,25.08333,3,0.038453,95.79916,0,0,3,44,1,4
0,0,47.5,2.6611,0.0004705882,220.7925,1,0,0,269,1,8
0,4,22.33333,2,0.0003428572,0,0,0,2,13,1,7
1,0,28.25,3,0.3761903,940.3925,1,0,1,13,1,4
1,0,27.83333,3.5,0.05023229,146.4275,0,0,2,10,1,11
0,0,26.5,2.3,0.0005106383,0,0,0,0,42,1,12
0,4,32.83333,2,0.0938035,0,1,0,2,8,0,2
1,0,31.75,3.6,0.1525236,373.4167,1,0,1,68,1,1
1,0,40.66667,2.7246,0.000375,446.415,0,0,2,14,1,14
1,0,32.08333,2,0.1426413,4.583333,1,0,2,96,0,8
1,0,31.5,2.85,0.3137003,745.0383,1,0,2,288,1,5
1,0,24,3.095,0.0698588,180.1775,0,0,1,12,1,23
1,0,25.16667,1.5,0.08980467,0,0,0,1,98,1,19
1,0,38.58333,4.8,0.1534315,171.8608,1,0,0,138,1,4
1,0,27.16667,2.6,0.1539746,333.6117,1,0,0,6,1,5
1,0,54.75,2.85,0.08745825,207.7133,1,0,1,50,0,8
1,0,20.16667,3.35,0.1538495,199.3692,0,0,1,18,0,2
1,0,28.41667,2.5,0.05414067,402.7875,1,0,0,18,1,7
1,0,34.83333,3.6,0.03124,116.315,0,0,4,48,1,17
1,0,55.25,1.515,0.06697714,273.49,0,0,2,96,1,0
1,0,26.58333,2.45,0.26509,530.18,0,0,1,24,1,13
0,0,40.91667,4,4e-04,0,1,0,1,84,1,2
1,0,36.91667,3.5,0.02623077,0,1,0,2,70,1,9
1,0,29.75,2.04,0.1794971,304.895,0,0,1,12,1,8
1,0,34.75,2.34,0.1833799,357.5908,0,0,2,74,1,11
0,0,25.08333,3.4,0.0003529412,0,1,0,3,5,1,17
1,0,48.25,6.8,0.0001764706,200.5867,1,1,0,56,1,20
1,0,26.66667,2.216,0.03075632,56.46333,0,0,0,24,1,2
1,0,39.41667,3.65,0.006082192,384.1725,1,0,1,20,1,7
1,0,45.83333,3.2,0.000375,0,0,0,0,88,1,21
1,0,32.16667,2.6,0.1178903,294.5592,0,0,2,9,1,0
1,0,41.08333,2.8,0.0943482,86.54667,1,0,0,48,1,14
0,2,36.41667,3,4e-04,0,0,0,0,74,1,16
1,0,36.91667,4.5,0.06976553,308.925,0,0,0,25,1,16
1,0,23.91667,1.2,0.001,144.6417,0,0,0,5,0,14
1,0,32,2.28,0.06735965,127.9833,1,0,3,48,0,13
1,0,35.16667,2.85,0.08745825,207.7133,1,0,1,50,1,9
1,0,36.41667,3,0.01688936,38.83333,1,0,0,511,1,10
1,3,40.5,4.0128,0.2284344,462.6558,1,0,2,12,1,17
0,0,21.08333,9.9999,0.03858522,0,0,0,1,300,1,0
1,0,38.41667,3.8,3e-04,189.1767,1,1,0,23,1,7
0,0,24.25,2.13,0.0002325581,0,1,0,0,86,1,4
1,0,39.66667,5.1,0.05751137,244.4233,0,0,1,94,1,5
1,0,44.58333,2.5,0.03867167,0,0,0,2,36,0,0
1,0,45.58333,5.6,0.03980107,58.93083,1,0,0,1,1,4
1,0,23.25,2.32,0.2670521,225.2692,0,0,0,3,1,8
1,0,32.66667,3.7,0.0007317073,11.7125,1,0,2,30,1,15
1,0,39.58333,4.81,0.002705882,14.66667,1,0,1,8,1,5
1,0,40.75,6,0.011423,16.91333,0,1,0,182,1,4
0,0,48.33333,3,0.0006666667,0,0,0,2,4,1,12
1,1,36.83333,3.27,0.2386927,650.4375,0,0,1,12,1,16
1,0,23.75,2.2,0.01145455,20.33333,1,0,0,6,1,0
1,0,22.75,4,0.0480585,160.0283,0,0,0,27,1,4
1,0,24.25,2.6,0.1336028,200.2375,0,0,0,84,1,5
0,1,27.08333,6,6e-04,0,0,0,3,24,1,19
1,0,21.91667,5,0.004701667,11.00417,0,0,3,18,1,0
1,0,32.25,2.6,0.07879038,170.4625,1,0,1,22,0,3
1,1,38.16667,4.0188,0.03704,308.25,0,0,3,35,1,4
1,0,28.25,3,0.1110255,187.1425,1,0,0,28,1,8
1,0,22,3.1532,0.0005714286,99.91666,0,0,0,124,1,2
1,0,37.66667,2.8,0.06339286,147.3333,0,1,0,168,1,13
0,0,44.33333,4.3,0.2015343,57.91583,0,0,3,156,1,9
1,0,23.83333,2.97,0.08264108,204.5367,0,0,0,4,1,9
1,0,33.08333,3.5,0.02189943,166.2383,1,0,0,12,1,8
1,0,64.58334,5.6965,0.02533895,38.0625,1,0,2,241,0,8
0,9,23.5,1.7,0.00048,0,0,0,0,36,0,0
1,0,24.5,3.3,0.06044576,719.5059,0,0,0,2,1,5
1,0,36.91667,2.2,0.01560016,129.3333,0,0,1,8,1,4
1,1,44.25,3.2,0.04906355,310.7358,1,0,1,207,1,12
1,0,22,4,0.0418539,97.94,1,0,0,2,1,4
1,0,35.5,5.5689,0.04341593,201.4825,0,0,3,36,1,7
0,1,25.16667,1.875,0.00064,0,0,0,3,18,1,5
0,1,53.16667,2.3,0.0005217391,0,0,0,0,66,0,11
0,0,42,5.5,0.0006060606,0,0,0,0,50,1,0
0,4,22,2.1,0.0005714286,0,0,0,2,131,1,3
1,1,40.83333,1.65,0.00048,68.54583,0,0,0,36,1,8
1,0,25.16667,8,0.07619161,112.8783,1,0,0,268,1,2
1,0,23.5,4.5,0.07156994,0,0,0,0,36,1,10
0,0,25.91667,2.9,0.03821552,0,0,0,0,9,0,7
0,3,38.75,4.7,0.0002553191,132.8508,1,0,1,252,0,0
1,0,23.08333,3,0.1608053,0,0,0,1,24,1,5
1,0,57.33333,1.65,0.009515151,0,0,0,0,36,1,3
1,0,27.91667,4,0.1451636,123.2225,0,0,2,36,1,0
1,0,24.58333,2,0.06928459,138.5692,0,1,1,7,0,2
1,0,32.75,2.4,0.1608053,401.93,0,0,1,6,0,2
1,0,36,3,0.1308376,304.6225,0,0,0,6,0,0
1,0,27.83333,5,0.2893312,385.775,1,0,1,192,1,0
1,0,42.08333,4.96,0.1054817,319.43,0,0,1,84,1,7
1,0,32.33333,6.3,0.08876603,465.9383,0,0,4,94,0,7
0,0,24.25,1.6,0.00024,0,0,0,0,43,1,2
1,0,30.16667,2.6,0.07879038,170.4625,1,0,1,37,1,15
1,0,28.91667,2.6,0.0004615385,242.195,0,0,2,61,1,7
0,0,26.58333,2.2,0.05078546,0,0,0,0,74,1,10
1,0,30,3.5,0.229822,478.7125,1,0,0,6,1,2
0,1,34.83333,1.8,0.0006666667,0,0,1,2,60,1,3
0,0,30.58333,2.512,0.002627389,4.583333,0,0,0,72,0,9
1,0,49.16667,3.7,0.1063297,301.0175,0,0,4,216,1,7
1,0,28.25,2.55,0.04091464,509.0542,0,0,1,72,1,2
1,0,47.41667,2.08,0.1174231,183.8983,0,0,1,5,1,0
1,0,26.41667,3.9,0.333848,896.9384,0,0,5,168,0,9
1,0,47.08333,4.5,0.05915846,256.1867,0,0,0,3,1,13
1,1,38.25,3.2,0.04545781,470.9733,1,0,3,147,0,12
1,0,35.25,2.64,0.4582348,2291.174,0,0,0,10,1,33
1,0,22.41667,3.1,0.2400213,620.055,1,0,0,3,1,0
1,0,44.5,9,0.2599927,1949.862,0,0,0,4,1,3
0,0,20.16667,8.124,0.1538495,269.1533,1,0,3,120,0,6
1,0,23.75,2.86,0.2015343,480.3233,0,0,3,47,1,3
0,1,35.16667,4.288,0.0002798507,0,1,0,0,24,1,13
1,0,54.75,3,0.07210633,179.7658,1,0,1,121,1,0
1,0,33.08333,8.2,0.02820012,391.4175,0,0,1,36,1,15
0,0,27.83333,2.5,0.0004615385,0,0,0,1,24,1,0
1,0,40.08333,4,0.07481575,177.6158,1,0,0,20,1,0
1,3,36.5,6.5,3e-04,365.9058,1,0,0,6,1,12
1,1,40.75,8,0.04667138,41.33333,1,1,2,38,1,18
1,1,28.16667,3.48,0.051839,21.715,0,0,1,28,1,2
1,0,31,8.2,0.02820012,0,1,0,1,72,1,15
1,2,27.91667,2.04,4e-04,30.0525,1,0,2,38,1,4
1,0,40.75,2.7,0.06458829,376.765,0,0,1,6,1,2
0,2,34.83333,7.5,0.06025,100.4167,0,0,1,408,1,8
1,0,74.16666,2.8065,0.01688936,189.1767,1,0,0,23,1,6
1,0,51.66667,3.7,0.0193976,260.1208,1,0,0,236,1,3
1,0,45.58333,11.9999,0.02006617,200.4933,1,1,1,24,1,6
1,1,27.91667,2.85,0.03987022,149.0967,1,0,0,132,0,7
1,0,32.25,2.6,0.05487154,118.7217,1,0,0,33,1,2
0,0,29,2.7,0.0004444444,0,0,0,0,24,1,1
1,0,24.25,2.6,0.07505192,200.2375,1,0,0,151,1,5
1,0,28.66667,4.22,0.1696903,438.3667,1,0,1,18,1,3
1,0,25.41667,1.5,0.2309477,2001.547,1,1,2,9,0,1
0,1,39.91667,2.19,0.3406356,0,0,0,0,14,0,0
1,0,34.66667,5.5,0.0708629,58.08083,1,0,4,6,1,7
0,0,27.58333,4.4,0.04042523,0,0,0,3,6,1,0
1,0,33.25,4.3,0.3761903,940.3925,1,0,1,24,1,4
1,0,26.33333,5.9,0.1325831,325.85,1,0,3,24,1,5
1,0,26.66667,2.6,0.06905923,30.54833,1,0,0,24,1,5
1,0,56.91667,3.7,0.2004224,192.8183,1,0,1,8,1,5
1,0,32.83333,2.8542,0.00024,324.0275,0,1,1,42,1,3
1,0,26.66667,2.2,0.05026682,91.98917,0,0,0,42,1,8
0,0,29.41667,4.4,0.08789534,17.08333,1,0,0,12,1,18
0,0,35.08333,3.6208,0.04983705,0,0,0,3,90,1,10
1,0,23.91667,1.636,0.009515151,12.25,0,0,0,13,1,0
1,0,52.16667,4.8,0.1534315,613.6425,1,0,3,228,1,4
1,0,41.83333,2.55,0.0004705882,43.20667,0,0,3,136,0,0
0,0,39.41667,3.1,0.1304742,60.06667,0,0,1,52,1,3
1,1,48.91667,3.5,0.067888,197.9233,1,0,0,408,1,9
1,0,28.25,2.0272,0.1110255,6.145833,1,0,2,18,1,1
1,0,35.66667,3.5822,0.0092175,313.3525,1,0,0,84,1,10
